,ch1,ch2
0,0.4208984375,0.3988037109375
1,0.4315185546875,0.388671875
2,0.419921875,0.39794921875
3,0.4112548828125,0.41064453125
4,0.3773193359375,0.4432373046875
5,0.4083251953125,0.4136962890625
6,0.4287109375,0.3896484375
7,0.4273681640625,0.39306640625
8,0.3519287109375,0.47021484375
9,0.3590087890625,0.4609375
10,0.39501953125,0.423583984375
11,0.3621826171875,0.458251953125
12,0.447021484375,0.369873046875
13,0.4227294921875,0.3953857421875
14,0.4305419921875,0.3914794921875
15,0.3773193359375,0.445068359375
16,0.347412109375,0.476318359375
17,0.42724609375,0.3917236328125
18,0.413330078125,0.40478515625
19,0.354248046875,0.4683837890625
20,0.33740234375,0.4827880859375
21,0.37255859375,0.4471435546875
22,0.337158203125,0.4857177734375
23,0.3424072265625,0.4801025390625
24,0.359619140625,0.464599609375
25,0.3533935546875,0.466796875
26,0.3717041015625,0.4476318359375
27,0.3875732421875,0.4344482421875
28,0.5010986328125,0.318359375
29,0.414306640625,0.403564453125
30,0.47802734375,0.343994140625
31,0.455322265625,0.360595703125
32,0.47021484375,0.3480224609375
33,0.4459228515625,0.3740234375
34,0.4794921875,0.3399658203125
35,0.4031982421875,0.41845703125
36,0.450927734375,0.3731689453125
37,0.4609375,0.357421875
38,0.4710693359375,0.3494873046875
39,0.447509765625,0.373046875
40,0.45751953125,0.3609619140625
41,0.45166015625,0.3653564453125
42,0.5084228515625,0.3118896484375
43,0.42822265625,0.38818359375
44,0.4461669921875,0.369384765625
45,0.4376220703125,0.3824462890625
46,0.4696044921875,0.3475341796875
47,0.4920654296875,0.3265380859375
48,0.4129638671875,0.406982421875
49,0.3922119140625,0.427001953125
50,0.38525390625,0.43701171875
51,0.363525390625,0.455810546875
52,0.3541259765625,0.46435546875
53,0.38037109375,0.4371337890625
54,0.443115234375,0.3753662109375
55,0.4471435546875,0.3702392578125
56,0.381103515625,0.4405517578125
57,0.36865234375,0.4522705078125
58,0.437744140625,0.3780517578125
59,0.4151611328125,0.40283203125
60,0.3743896484375,0.445068359375
61,0.379150390625,0.4390869140625
62,0.3865966796875,0.4305419921875
63,0.399169921875,0.419921875
64,0.370361328125,0.4505615234375
65,0.3341064453125,0.4862060546875
66,0.343994140625,0.4781494140625
67,0.43310546875,0.38427734375
68,0.4429931640625,0.3756103515625
69,0.3997802734375,0.4190673828125
70,0.457275390625,0.3634033203125
71,0.4229736328125,0.3978271484375
72,0.41162109375,0.405517578125
73,0.4451904296875,0.3736572265625
74,0.4658203125,0.352294921875
75,0.3892822265625,0.4302978515625
76,0.4249267578125,0.3953857421875
77,0.3834228515625,0.4345703125
78,0.3948974609375,0.426025390625
79,0.430908203125,0.38818359375
80,0.4022216796875,0.4171142578125
81,0.3994140625,0.4176025390625
82,0.47705078125,0.3404541015625
83,0.4339599609375,0.3863525390625
84,0.4339599609375,0.3865966796875
85,0.434814453125,0.387451171875
86,0.4259033203125,0.390869140625
87,0.417236328125,0.4014892578125
88,0.4952392578125,0.324951171875
89,0.4595947265625,0.357177734375
90,0.434326171875,0.385498046875
91,0.4495849609375,0.37109375
92,0.5086669921875,0.30859375
93,0.44677734375,0.374267578125
94,0.4329833984375,0.3858642578125
95,0.4654541015625,0.349609375
96,0.5404052734375,0.277099609375
97,0.365966796875,0.45654296875
98,0.4224853515625,0.396484375
99,0.3775634765625,0.4405517578125
100,0.3323974609375,0.4874267578125
101,0.489501953125,0.328125
102,0.4132080078125,0.40576171875
103,0.4375,0.380126953125
104,0.43310546875,0.3831787109375
105,0.422119140625,0.3951416015625
106,0.352783203125,0.4696044921875
107,0.3782958984375,0.4423828125
108,0.344482421875,0.4779052734375
109,0.339599609375,0.480224609375
110,0.3665771484375,0.455078125
111,0.4423828125,0.3775634765625
112,0.3653564453125,0.4573974609375
113,0.3702392578125,0.450439453125
114,0.4381103515625,0.3804931640625
115,0.3450927734375,0.4755859375
116,0.352294921875,0.465576171875
117,0.3818359375,0.437255859375
118,0.361083984375,0.461669921875
119,0.34765625,0.4752197265625
120,0.34228515625,0.4791259765625
121,0.3719482421875,0.4462890625
122,0.3775634765625,0.44189453125
123,0.1744384765625,0.65283203125
124,0.3199462890625,0.501708984375
125,0.373046875,0.444580078125
126,0.3531494140625,0.470947265625
127,0.3890380859375,0.4315185546875
128,0.3548583984375,0.4647216796875
129,0.4180908203125,0.3985595703125
130,0.4588623046875,0.3590087890625
131,0.4405517578125,0.375732421875
132,0.4056396484375,0.412841796875
133,0.4239501953125,0.390380859375
134,0.4185791015625,0.4000244140625
135,0.426025390625,0.3914794921875
136,0.4312744140625,0.38671875
137,0.3951416015625,0.4195556640625
138,0.3753662109375,0.444580078125
139,0.49365234375,0.3203125
140,0.417724609375,0.3974609375
141,0.4368896484375,0.37890625
142,0.4169921875,0.3958740234375
143,0.4102783203125,0.406005859375
144,0.384033203125,0.429443359375
145,0.4171142578125,0.395751953125
146,0.415283203125,0.40087890625
147,0.4285888671875,0.3876953125
148,0.4259033203125,0.3880615234375
149,0.4449462890625,0.370361328125
150,0.418701171875,0.3963623046875
151,0.42724609375,0.3856201171875
152,0.3941650390625,0.41845703125
153,0.403076171875,0.4088134765625
154,0.3875732421875,0.4285888671875
155,0.393798828125,0.420166015625
156,0.3343505859375,0.4815673828125
157,0.419921875,0.3951416015625
158,0.3670654296875,0.4505615234375
159,0.416015625,0.399169921875
160,0.43310546875,0.3817138671875
161,0.341796875,0.4754638671875
162,0.389892578125,0.4251708984375
163,0.4029541015625,0.413818359375
164,0.38720703125,0.42578125
165,0.416259765625,0.395263671875
166,0.3394775390625,0.478271484375
167,0.369140625,0.445068359375
168,0.3917236328125,0.425048828125
169,0.3388671875,0.4786376953125
170,0.4215087890625,0.3935546875
171,0.4200439453125,0.394287109375
172,0.3900146484375,0.4256591796875
173,0.47607421875,0.3360595703125
174,0.3939208984375,0.419677734375
175,0.4205322265625,0.3951416015625
176,0.3583984375,0.4599609375
177,0.438720703125,0.3734130859375
178,0.332275390625,0.4859619140625
179,0.395263671875,0.4210205078125
180,0.3642578125,0.45068359375
181,0.4180908203125,0.3995361328125
182,0.3978271484375,0.423095703125
183,0.4122314453125,0.4027099609375
184,0.443359375,0.369384765625
185,0.4288330078125,0.388916015625
186,0.3975830078125,0.4212646484375
187,0.4169921875,0.3980712890625
188,0.453125,0.363525390625
189,0.421630859375,0.3941650390625
190,0.3760986328125,0.4442138671875
191,0.336181640625,0.4857177734375
192,0.3773193359375,0.43701171875
193,0.384521484375,0.4320068359375
194,0.4058837890625,0.410888671875
195,0.4012451171875,0.416015625
196,0.3953857421875,0.4249267578125
197,0.4404296875,0.37841796875
198,0.3719482421875,0.4488525390625
199,0.398193359375,0.421875
200,0.3760986328125,0.442626953125
201,0.4739990234375,0.3427734375
202,0.46337890625,0.35107421875
203,0.43359375,0.3865966796875
204,0.366455078125,0.453125
205,0.4462890625,0.3721923828125
206,0.4195556640625,0.3985595703125
207,0.4212646484375,0.3966064453125
208,0.4273681640625,0.386962890625
209,0.433837890625,0.3829345703125
210,0.39697265625,0.4239501953125
211,0.387939453125,0.43505859375
212,0.3642578125,0.4564208984375
213,0.361328125,0.458740234375
214,0.4078369140625,0.41064453125
215,0.4578857421875,0.3582763671875
216,0.43212890625,0.384765625
217,0.379638671875,0.439453125
218,0.35009765625,0.4715576171875
219,0.3870849609375,0.4302978515625
220,0.402099609375,0.4156494140625
221,0.407958984375,0.408447265625
222,0.456787109375,0.35888671875
223,0.3531494140625,0.4637451171875
224,0.4312744140625,0.3846435546875
225,0.4599609375,0.3577880859375
226,0.4130859375,0.4014892578125
227,0.3709716796875,0.4451904296875
228,0.3756103515625,0.442626953125
229,0.3756103515625,0.441650390625
230,0.4205322265625,0.396728515625
231,0.44580078125,0.36669921875
232,0.397216796875,0.4173583984375
233,0.4202880859375,0.3944091796875
234,0.3416748046875,0.4752197265625
235,0.4296875,0.3848876953125
236,0.4615478515625,0.3521728515625
237,0.4140625,0.404052734375
238,0.464111328125,0.3516845703125
239,0.43701171875,0.3773193359375
240,0.4290771484375,0.3865966796875
241,0.4332275390625,0.3836669921875
242,0.423583984375,0.3896484375
243,0.4146728515625,0.40234375
244,0.4918212890625,0.3182373046875
245,0.4710693359375,0.3419189453125
246,0.4385986328125,0.3719482421875
247,0.45458984375,0.3602294921875
248,0.443115234375,0.3721923828125
249,0.41845703125,0.3941650390625
250,0.4384765625,0.3758544921875
251,0.446044921875,0.363525390625
252,0.4813232421875,0.3328857421875
253,0.511474609375,0.3031005859375
254,0.46142578125,0.35498046875
255,0.47021484375,0.34521484375
256,0.43798828125,0.3792724609375
257,0.4215087890625,0.3927001953125
258,0.3455810546875,0.475341796875
259,0.3994140625,0.4188232421875
260,0.370849609375,0.4444580078125
261,0.421875,0.3929443359375
262,0.3963623046875,0.4178466796875
263,0.3958740234375,0.4228515625
264,0.4080810546875,0.40625
265,0.4149169921875,0.39892578125
266,0.431396484375,0.3856201171875
267,0.4263916015625,0.387939453125
268,0.4964599609375,0.3148193359375
269,0.4044189453125,0.41162109375
270,0.3974609375,0.4215087890625
271,0.41650390625,0.39892578125
272,0.508056640625,0.302490234375
273,0.4423828125,0.3734130859375
274,0.38916015625,0.4263916015625
275,0.5150146484375,0.2978515625
276,0.4375,0.3770751953125
277,0.3551025390625,0.4638671875
278,0.3997802734375,0.420166015625
279,0.400390625,0.4124755859375
280,0.4700927734375,0.3447265625
281,0.3831787109375,0.4327392578125
282,0.358154296875,0.4613037109375
283,0.4783935546875,0.33544921875
284,0.4658203125,0.3489990234375
285,0.3929443359375,0.424560546875
286,0.3978271484375,0.4205322265625
287,0.4422607421875,0.3734130859375
288,0.4276123046875,0.388427734375
289,0.4384765625,0.3763427734375
290,0.48876953125,0.327880859375
291,0.3763427734375,0.4383544921875
292,0.413818359375,0.399658203125
293,0.4656982421875,0.3504638671875
294,0.4166259765625,0.39990234375
295,0.3914794921875,0.4241943359375
296,0.453125,0.3583984375
297,0.4267578125,0.39013671875
298,0.4378662109375,0.3765869140625
299,0.453125,0.3638916015625
300,0.433349609375,0.3829345703125
301,0.4012451171875,0.4185791015625
302,0.3909912109375,0.4232177734375
303,0.3782958984375,0.439208984375
304,0.4105224609375,0.4091796875
305,0.4287109375,0.3895263671875
306,0.445556640625,0.3707275390625
307,0.41455078125,0.4013671875
308,0.41455078125,0.4010009765625
309,0.438232421875,0.378662109375
310,0.424072265625,0.3936767578125
311,0.418212890625,0.397705078125
312,0.3680419921875,0.451171875
313,0.40771484375,0.4107666015625
314,0.369873046875,0.448486328125
315,0.3941650390625,0.4249267578125
316,0.45703125,0.3558349609375
317,0.42578125,0.3895263671875
318,0.442138671875,0.37109375
319,0.46923828125,0.3419189453125
320,0.43408203125,0.3829345703125
321,0.349853515625,0.4691162109375
322,0.3984375,0.4210205078125
323,0.3883056640625,0.4327392578125
324,0.417236328125,0.4022216796875
325,0.3475341796875,0.47216796875
326,0.4405517578125,0.375244140625
327,0.43017578125,0.3870849609375
328,0.411865234375,0.4022216796875
329,0.3775634765625,0.4425048828125
330,0.42724609375,0.38671875
331,0.4102783203125,0.408447265625
332,0.3585205078125,0.46240234375
333,0.4383544921875,0.3778076171875
334,0.412353515625,0.4039306640625
335,0.400146484375,0.416748046875
336,0.430419921875,0.3883056640625
337,0.3828125,0.4364013671875
338,0.3990478515625,0.4202880859375
339,0.4324951171875,0.387451171875
340,0.4554443359375,0.36083984375
341,0.442626953125,0.3770751953125
342,0.4122314453125,0.4039306640625
343,0.44287109375,0.3748779296875
344,0.4244384765625,0.391845703125
345,0.4208984375,0.3990478515625
346,0.47705078125,0.3377685546875
347,0.4822998046875,0.33154296875
348,0.4268798828125,0.392333984375
349,0.4173583984375,0.3997802734375
350,0.4344482421875,0.3831787109375
351,0.4464111328125,0.3687744140625
352,0.43408203125,0.3824462890625
353,0.406494140625,0.4112548828125
354,0.4283447265625,0.3896484375
355,0.447509765625,0.3709716796875
356,0.373291015625,0.4449462890625
357,0.4190673828125,0.398193359375
358,0.3946533203125,0.42236328125
359,0.4342041015625,0.383056640625
360,0.406005859375,0.411865234375
361,0.432861328125,0.384521484375
362,0.4451904296875,0.37158203125
363,0.3719482421875,0.446044921875
364,0.41796875,0.3961181640625
365,0.386474609375,0.4290771484375
366,0.3616943359375,0.4569091796875
367,0.3978271484375,0.420166015625
368,0.3671875,0.44921875
369,0.3995361328125,0.414306640625
370,0.3331298828125,0.483642578125
371,0.4697265625,0.3421630859375
372,0.4298095703125,0.3836669921875
373,0.432373046875,0.385986328125
374,0.3990478515625,0.4173583984375
375,0.426025390625,0.3880615234375
376,0.39404296875,0.4215087890625
377,0.396484375,0.4189453125
378,0.4378662109375,0.375244140625
379,0.5115966796875,0.300048828125
380,0.4552001953125,0.3563232421875
381,0.4378662109375,0.3785400390625
382,0.449951171875,0.364990234375
383,0.485595703125,0.3289794921875
384,0.3402099609375,0.4774169921875
385,0.4031982421875,0.4129638671875
386,0.4505615234375,0.3614501953125
387,0.44482421875,0.37109375
388,0.41845703125,0.3968505859375
389,0.5162353515625,0.29833984375
390,0.437255859375,0.3758544921875
391,0.4434814453125,0.3677978515625
392,0.4703369140625,0.3411865234375
393,0.4375,0.373779296875
394,0.426513671875,0.384765625
395,0.47021484375,0.343505859375
396,0.434814453125,0.3809814453125
397,0.46044921875,0.35302734375
398,0.4349365234375,0.379638671875
399,0.4307861328125,0.3839111328125
400,0.4752197265625,0.3369140625
401,0.482666015625,0.327392578125
402,0.450927734375,0.3604736328125
403,0.4022216796875,0.412841796875
404,0.4298095703125,0.3809814453125
405,0.445556640625,0.370361328125
406,0.3740234375,0.4439697265625
407,0.3936767578125,0.4217529296875
408,0.3663330078125,0.45068359375
409,0.394287109375,0.4210205078125
410,0.3533935546875,0.46337890625
411,0.45068359375,0.363037109375
412,0.3853759765625,0.4283447265625
413,0.400146484375,0.4136962890625
414,0.37158203125,0.44775390625
415,0.412353515625,0.40234375
416,0.411376953125,0.4036865234375
417,0.4317626953125,0.3828125
418,0.4039306640625,0.40869140625
419,0.478271484375,0.33642578125
420,0.41259765625,0.4019775390625
421,0.443359375,0.3680419921875
422,0.4459228515625,0.366455078125
423,0.437255859375,0.372802734375
424,0.427490234375,0.3863525390625
425,0.4539794921875,0.3607177734375
426,0.400146484375,0.412841796875
427,0.407958984375,0.4051513671875
428,0.4677734375,0.3475341796875
429,0.3795166015625,0.4344482421875
